execution_time,crashed,stderr_length,stdout_length,video_indicators,audio_indicators,input_indicators,error_indicators,warning_indicators,emulation_indicators,tia_activity,riot_activity,has_output,output_lines,stable_execution,screenshots_captured,valid_images,visual_complexity_mean,visual_complexity_std,visual_complexity_range,image_width,image_height,image_channels,visual_entropy,edge_density,mean_brightness,brightness_std,unique_colors,motion_average,motion_consistency,has_motion,visual_activity,is_black_screen,total_activity_score,has_gameplay_output,rom_name,label,source_dir
1.5658977031707764,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,9666.0,0.0,0.0,320,240,3,0.2864435259717833,0.019423392038144492,0.3297366727941176,0.24265476578007505,2.38671875,0.0,0.0,0,0,0,0,0,2Pak Yellow - Star Warrior - Frogger,1,real_roms
1.5661273002624512,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,6826.0,0.0,0.0,320,240,3,0.22329010741669053,0.015148432445428251,0.051531981889978214,0.13982225914014768,1.91796875,0.0,0.0,0,0,0,0,0,A Misterious Thief (CCE),1,real_roms
1.5568950176239014,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,12564.0,0.0,0.0,320,240,3,0.254603167979711,0.020951490838491484,0.24183067810457512,0.15080294901873956,2.44921875,0.0,0.0,0,0,0,0,0,3D Tic-Tac-Toe (1),1,real_roms
1.599924087524414,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,5900.0,0.0,0.0,320,240,3,0.2947316096312195,0.02195657059446768,0.3672917177287582,0.24230817262548796,1.78515625,0.0,0.0,0,0,0,0,0,2Pak Green - Hoppy - Alien Force,1,real_roms
1.607435703277588,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,12564.0,0.0,0.0,320,240,3,0.254603167979711,0.020951490838491484,0.24183067810457512,0.15080294901873956,2.44921875,0.0,0.0,0,0,0,0,0,3D Tic-Tac-Toe (2),1,real_roms
1.6280503273010254,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,9666.0,0.0,0.0,320,240,3,0.2864435259717833,0.019423392038144492,0.3297366727941176,0.24265476578007505,2.38671875,0.0,0.0,0,0,0,0,0,2Pak Black - Challenge - Surfing,1,real_roms
1.6460824012756348,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,11476.0,0.0,0.0,320,240,3,0.26229868288246366,0.019102393374392786,0.21134077137799565,0.1644374429042294,2.3828125,0.0,0.0,0,0,0,0,0,3D Tic-Tac-Toe (32 in 1) (PAL),1,real_roms
1.312288522720337,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,3552.0,0.0,0.0,320,240,3,0.25253333131684363,0.013977817364578255,0.3697802117374728,0.31085693637223605,0.875,0.0,0.0,0,0,0,0,0,Acid Drop,1,real_roms
1.327296495437622,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,5774.0,0.0,0.0,320,240,3,0.37921434791328357,0.012389687290208817,0.19216874319172114,0.1908468864310972,1.75,0.0,0.0,0,1,0,1,0,A-Team,1,real_roms
1.3548200130462646,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,1246.0,0.0,0.0,320,240,3,0.20041746205678385,0.003945648383112843,0.4687290815631809,0.24272246925401855,0.203125,0.0,0.0,0,0,0,0,0,Adventure,1,real_roms
1.3226912021636963,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,3115.0,0.0,0.0,320,240,3,0.1401450451567101,0.0017171306751475133,0.12916915168845317,0.06301880880662385,0.80078125,0.0,0.0,0,0,0,0,0,Air Raid,1,real_roms
1.3828489780426025,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,10539.0,0.0,0.0,320,240,3,0.30552742201168986,0.009142370279484969,0.23165424155773418,0.3601043690725641,2.6015625,0.0,0.0,0,0,0,0,0,Action Man,1,real_roms
1.3628416061401367,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,6484.0,0.0,0.0,320,240,3,0.19871374066756425,0.015846134703238233,0.07996667347494554,0.16668486402117313,1.65234375,0.0,0.0,0,0,0,0,0,AdventuresOnGX12,1,real_roms
1.8252182006835938,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,8308.0,0.0,0.0,320,240,3,0.7593777560661269,0.03855872948638189,0.41588575708061004,0.3345148139644789,2.5546875,0.0,0.0,0,1,0,1,0,Adventures of Tron,1,real_roms
1.1527230739593506,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,4243.0,0.0,0.0,320,240,3,0.3047705456765355,0.006422354212514788,0.2671853213507625,0.19212456815619278,1.15625,0.0,0.0,0,0,0,0,0,Air Raiders,1,real_roms
1.1565353870391846,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,3100.0,0.0,0.0,320,240,3,0.45855900706781155,0.00683277081113528,0.4689467422385621,0.32400329001578954,1.24609375,0.0,0.0,0,0,0,0,0,Air-Sea Battle (1),1,real_roms
1.1577091217041016,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,3100.0,0.0,0.0,320,240,3,0.45855900706781155,0.00683277081113528,0.4689467422385621,0.32400329001578954,1.24609375,0.0,0.0,0,0,0,0,0,Air-Sea Battle (2),1,real_roms
1.1770291328430176,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,4242.0,0.0,0.0,320,240,3,0.18633286117956868,0.004455444832104045,0.2786026858660131,0.33491554969288345,1.5625,0.0,0.0,0,0,0,0,0,Airlock,1,real_roms
1.1594014167785645,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,6123.0,0.0,0.0,320,240,3,0.2781334797544216,0.009810943228514647,0.19556777641612197,0.14133026587252612,0.84765625,0.0,0.0,0,0,0,0,0,Alien's Return,1,real_roms
1.2055511474609375,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,2476.0,0.0,0.0,320,240,3,0.41458908610328604,0.005461382728941842,0.30860741761982574,0.2956536847892822,1.0078125,0.0,0.0,0,0,0,0,0,Air-Sea Battle (32 in 1) (PAL),1,real_roms
1.0430469512939453,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,8733.0,0.0,0.0,320,240,3,0.3201628001258069,0.012760634945761233,0.25527503744553376,0.1820622643747295,1.8203125,0.0,0.0,0,1,0,1,0,Alien,1,real_roms
1.2088825702667236,0,0,35,0,0,0,0,0,0,0,0,1,2,1,1,1,3957.0,0.0,0.0,320,240,3,0.09416547210420927,0.006414455516003761,0.044550483387799565,0.14928788954135205,1.36328125,0.0,0.0,0,0,0,0,0,AlligatorPeople,1,real_roms
1.2297937870025635,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,2613.0,0.0,0.0,320,240,3,0.1034833445275459,0.005550876461178217,0.031702784586056645,0.09915983576886624,0.69140625,0.0,0.0,0,0,0,0,0,Alpha Beam with Ernie,1,real_roms
1.2202894687652588,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,9985.0,0.0,0.0,320,240,3,0.23856496315048642,0.015923886308777932,0.03258512050653595,0.08251963428570316,1.5703125,0.0,0.0,0,0,0,0,0,Amidar,1,real_roms
1.2138032913208008,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,4376.0,0.0,0.0,320,240,3,0.30597568676051057,0.010125567546184742,0.27329467933006535,0.30802560424662206,1.3671875,0.0,0.0,0,1,0,1,0,Angling,1,real_roms
1.2157721519470215,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,5107.0,0.0,0.0,320,240,3,0.2576389148992188,0.010995277409649753,0.5314410062636166,0.411980041457085,1.9765625,0.0,0.0,0,0,0,0,0,Aquaventure,1,real_roms
1.2392873764038086,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,7395.0,0.0,0.0,320,240,3,0.20976760244393217,0.017980239511966114,0.09164608864379085,0.2017562037474143,2.44140625,0.0,0.0,0,0,0,0,0,Apples and Dolls (CCE),1,real_roms
1.1004040241241455,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,2550.0,0.0,0.0,320,240,3,0.13065768082436016,0.002013054867806962,0.1701092558551198,0.09404836464853225,0.49609375,0.0,0.0,0,0,0,0,0,Armor Ambush,1,real_roms
6.089684963226318,0,0,36,0,0,0,0,0,0,0,0,1,2,1,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,32-in-1 (PAL),1,real_roms
1.090362787246704,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,5765.0,0.0,0.0,320,240,3,0.3472619664798079,0.008978884207169108,0.2402625272331155,0.22100752753054603,1.7578125,0.0,0.0,0,0,0,0,0,Artillery Duel (1),1,real_roms
1.1077187061309814,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,5342.0,0.0,0.0,320,240,3,0.0726294642497411,0.00568591163258557,0.01363568899782135,0.07046669421618036,1.53125,0.0,0.0,0,0,0,0,0,Assault,1,real_roms
1.1359684467315674,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,10168.0,0.0,0.0,320,240,3,0.21917970035804102,0.015531041402751092,0.5083306951252723,0.32938612486241864,1.09765625,0.0,0.0,0,0,0,0,0,Asterix,1,real_roms
1.1326398849487305,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,2602.0,0.0,0.0,320,240,3,0.05068679714320127,0.001319547567441726,0.00986870234204793,0.05417371259936841,0.78515625,0.0,0.0,0,0,1,0,0,ASTEROID,1,real_roms
1.1472928524017334,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,2343.0,0.0,0.0,320,240,3,0.02518399590566945,0.001587694382384903,0.003096524373638344,0.02899902575562615,0.76953125,0.0,0.0,0,0,1,0,0,Asteroids,1,real_roms
1.148930311203003,0,0,36,0,0,0,0,0,0,0,0,1,2,1,1,1,1690.0,0.0,0.0,320,240,3,0.0647954526081004,0.005567847195307371,0.021155671296296297,0.10124693695402033,0.578125,0.0,0.0,0,0,0,0,0,ASTRBLST,1,real_roms
